nom,type,region,province,latitude,longitude,population
Ténou,commune,Boucle du Mouhoun,,12.73333,-3.96667,0
Ténoghin,commune,Centre-Sud,Bazega Province,12.05968,-1.48667,0
Tenkotou,commune,Est,Gnagna Province,13.15431,0.25727,0
Téninbo,commune,Sud-Ouest,,10.6,-3.45,0
Téni,commune,Boucle du Mouhoun,Province de la Koosin,12.94327,-4.08745,0
Tengsobodogo,commune,Centre-Nord,Province du Bam,13.35102,-1.81555,0
Tengsobiri,commune,Centre-Ouest,,12.38333,-2.13333,0
Tengréla,commune,Cascades,Province de la Comoé,10.65216,-4.8245,0
Tengoro,commune,Centre-Nord,Sandbondtenga,13.52644,-1.19364,0
Tengo,commune,Centre-Nord,,12.76578,-1.02429,0
Tengassopodogo,commune,Centre-Nord,,12.95,-0.75,0
Tengangtanga,commune,Nord,Province du Passoré,13.06424,-1.874,0
Tingandogo,commune,Centre,Kadiogo Province,12.2579,-1.53396,0
Toéni,commune,Boucle du Mouhoun,Province du Sourou,13.37993,-3.2008,0
Ténasso,commune,Hauts-Bassins,Province du Kénédougou,11.31998,-4.93689,0
Ténasouka,commune,Sahel,Province du Djelgodji,14.14347,-0.86309,0
Tenado,commune,Centre-Ouest,,12.19276,-2.59737,0
Téna,commune,Boucle du Mouhoun,,12.25,-3.46667,0
Téna,commune,Cascades,,10.75,-5.41667,0
Tamporin,commune,Plateau-Central,Province du Bassitenga,12.65109,-1.47554,0
Temnaoré,commune,Centre-Ouest,,12.59078,-1.93375,0
Temnoré,commune,Plateau-Central,,12.36667,-0.53333,0
Tèmnaoré,commune,Centre-Nord,Province du Bam,13.42853,-1.73309,0
Temissi,commune,Centre-Sud,,11.65,-1.16667,0
Témétémésso,commune,Hauts-Bassins,Province du Kénédougou,11.76282,-5.20882,0
Téméoura,commune,Sud-Ouest,,10.13333,-3.16667,0
Téma,commune,Sahel,Province du Djelgodji,14.13351,-0.8037,0
Téma,commune,Nord,Province du Passoré,13.081,-1.78969,0
Tèm,commune,Est,,12.26667,0.33333,0
Télowal,commune,Est,Gnagna Province,13.19668,0.19781,0
Télouné,commune,Est,,12.1,0.1,0
Télimbiro,commune,Sud-Ouest,,10.66667,-3.43333,0
Télédougou Kanyi,commune,Hauts-Bassins,,11,-5.08333,0
Télé,commune,Boucle du Mouhoun,,12.4,-4.43333,0
Télé,commune,Hauts-Bassins,Province du Kénédougou,11.1475,-5.0766,0
Télagama,commune,Centre-Nord,,12.8,-0.46667,0
Teksagabo,commune,Nord,,12.92002,-1.56484,0
Tékourou,commune,Centre-Ouest,,11.55,-2.16667,0
Téguitté,commune,Centre-Est,,11.51667,-0.01667,0
Teguérétinga,commune,Centre-Sud,,11.7,-1.2,0
Tégo,commune,Centre-Ouest,,11.26667,-2.53333,0
Téfaré Parman,commune,Sahel,Province du Séno,13.81879,0.11963,0
Téboudo,commune,Est,Province de la Komandjoari,12.40833,0.63779,0
Tèbo,commune,Nord,,12.65,-2.43333,0
Tébré,commune,Centre-Nord,Sandbondtenga,13.04145,-0.71808,0
Tébéré,commune,Boucle du Mouhoun,,12.65,-3.76667,0
Tébéra,commune,Centre-Nord,Province du Bam,13.67152,-1.43853,0
Tibtenga,commune,Nord,Province du Yatenga,13.83705,-2.34132,0
Tébarébogué,commune,Sahel,Province du Yagha,13.60989,0.31992,0
Tè,commune,Centre-Ouest,,12.45,-2.36667,0
Tchiba,commune,Sahel,Province du Djelgodji,14.25241,-0.79543,0
Tchériba,commune,Boucle du Mouhoun,,12.26206,-3.07906,0
Tayendé,commune,Nord,,12.95,-2.06667,0
Tayalo,commune,Centre-Ouest,,11.85,-1.88333,0
Taya,commune,Centre-Sud,,11.43333,-0.8,0
Tawori,commune,Est,Province du Gobnangou,12.04667,1.40688,0
Tawaka,commune,Centre-Ouest,,12.36667,-2.1,0
Tatoukou,commune,Centre-Nord,Sandbondtenga,13.38765,-1.16773,0
Tatiri,commune,Centre-Ouest,,12.01667,-2.11667,0
Taparko,commune,Centre-Nord,Province du Namentenga,13.46536,-0.32444,0
Tatana,commune,Cascades,,10.65,-4.73333,0
Tatakouélé,commune,Cascades,Province de la Comoé,10.05041,-4.22286,0
Tassia,commune,Est,Province de la Komandjoari,12.84785,0.89556,0
Tassien,commune,Centre-Ouest,,11.05,-1.7,0
Tasombo,commune,Nord,Province du Yatenga,13.56642,-1.9311,0
Tassé,commune,Plateau-Central,,12.38798,-1.96509,0
Tassamakat,commune,Sahel,Oudalan,14.34282,-0.41547,0
Tarou,commune,Est,,12.28333,0.26667,0
Tarmounouma,commune,Nord,Province du Yatenga,13.04802,-2.4973,0
Tarkala,commune,Centre-Nord,,12.99817,-1.25734,0
Targo,commune,Centre-Sud,Bazega Province,11.91778,-1.65667,0
Tarfila,commune,Cascades,,10.71667,-4.71667,0
Taréba,commune,Boucle du Mouhoun,,12.46667,-2.91667,0
Taré,commune,Boucle du Mouhoun,,12.63333,-3.48333,0
Taré,commune,Centre-Ouest,,11.4,-1.83333,0
Taranga,commune,Est,Gnagna Province,13.05719,-0.28469,0
Tarama,commune,Hauts-Bassins,Province du Houet,11.69144,-4.47159,0
Tarala,commune,Centre-Nord,Sandbondtenga,13.00558,-1.22911,0
Taraba,commune,Nord,Province du Yatenga,13.15501,-2.49914,0
Tapotéon,commune,Sud-Ouest,,10.8,-3,0
Tapoko,commune,Hauts-Bassins,,10.93333,-4.71667,0
Tapoadyèrma,commune,Est,Province du Gobnangou,12.28448,1.9398,0
Tapoa,commune,Est,Province du Gobnangou,12.12627,1.76747,0
Tapéré,commune,Nord,Province du Yatenga,13.19581,-2.01716,0
Taperdouo,commune,Sud-Ouest,,9.91667,-3.13333,0
Tapélara,commune,Boucle du Mouhoun,,12.01667,-3.05,0
Taparé,commune,Sahel,Province du Yagha,13.18037,0.53708,0
Tapara,commune,Sud-Ouest,,10.53333,-3.5,0
Taourémba,commune,Sahel,Province du Djelgodji,14.00405,-1.0995,0
Taoubania,commune,Sahel,Province du Djelgodji,14.2346,-1.94497,0
Taonsogo,commune,Centre,Kadiogo Province,12.22771,-1.74841,0
Taonsongo,commune,,,12.31667,-2.08333,0
Taonsogo,commune,Centre-Nord,Province du Bam,13.36332,-1.78858,0
Taonsogo,commune,Plateau-Central,,12.62369,-1.38382,0
Tangséga,commune,Centre-Sud,Bazega Province,12.02739,-1.47463,0
Taonsoga,commune,Plateau-Central,,12.23333,-0.63333,0
Taon,commune,Plateau-Central,,12.80283,-1.91305,0
Taoboulé,commune,Nord,Province du Yatenga,13.74177,-2.06252,0
Tao,commune,Sahel,Province du Séno,14.03524,0.33858,0
Tao,commune,Est,,12.98333,-0.1,0
Tanzéogo,commune,Centre-Nord,Province du Bam,13.1239,-1.46079,0
Tanzaka,commune,Centre-Nord,Province du Namentenga,13.92765,-0.68464,0
Tanyoko,commune,Centre-Nord,,12.78333,-0.73333,0
Tanwolbougou,commune,Est,,12.05,0.78333,0
Tanwaka,commune,Plateau-Central,,12.15,-0.75,0
Nakomtenga,commune,Centre,Kadiogo Province,12.23644,-1.3357,0
Tangouéfo,commune,Nord,,12.94434,-1.85231,0
Tanvi,commune,Centre,Kadiogo Province,12.25386,-1.32187,0
Tantyana,commune,Est,Province du Gobnangou,12.66368,1.93785,0
Tantouo,commune,Sud-Ouest,,10.23333,-2.88333,0
Tantiri,commune,Est,Province du Gobnangou,12.59869,1.38717,0
Tantiora,commune,Sud-Ouest,,10.6,-3.21667,0
Tantiaka,commune,Est,,12.25,0.28333,0
Tantiabougou,commune,Sahel,Province du Yagha,13.20071,0.87599,0
Tantéoun,commune,Sud-Ouest,,9.9,-2.9,0
Tantéon,commune,Sud-Ouest,,10.01667,-2.86667,0
Tantaogo,commune,Centre-Nord,Sandbondtenga,13.01089,-1.04699,0
Tantalé,commune,Nord,,12.78333,-2.06667,0
Tantako,commune,Centre-Est,Kouritenga Province,12.2361,-0.23671,0
Tanta,commune,Est,Gnagna Province,13.17509,0.19815,0
Tansyéga,commune,Centre-Nord,,12.58333,-0.91667,0
Tansobdogo,commune,Centre-Nord,,12.74985,-1.08868,0
Tansonbingo,commune,Centre-Ouest,,12.38333,-2.06667,0
Tansologo,commune,Plateau-Central,,12.18333,-0.75,0
Tansogo,commune,Nord,,12.91667,-2.23333,0
Tansobtenga,commune,Centre-Est,,11.68333,-0.1,0
Tansoptanguen,commune,Plateau-Central,,12.80295,-1.26248,0
Tansobentinga,commune,Centre,Kadiogo Province,12.30227,-1.32348,0
Tassila,commune,Boucle du Mouhoun,Province de la Koosin,12.41996,-4.39037,0
Tansié,commune,Sud-Ouest,,10.81667,-3.26667,0
Tansèra,commune,Centre-Nord,Sandbondtenga,13.42756,-1.10646,0
Tanséra,commune,,,12.51667,-0.55,0
Tanséga,commune,Centre-Nord,Sandbondtenga,13.42911,-1.2466,0
Tanséga,commune,Plateau-Central,,12.18333,-0.75,0
Tansabelgo,commune,Nord,,12.96127,-1.82256,0
Tansarga,commune,Est,Province du Gobnangou,11.87528,1.86694,0
Tansahélogo,commune,Plateau-Central,,12.46667,-0.65,0
Tansaboulougou,commune,Centre-Nord,Sandbondtenga,13.54801,-1.35155,0
Tansaboloré,commune,Centre-Nord,,12.6,-0.55,0
Tansabla,commune,Sud-Ouest,,10.89429,-2.99554,0
Tansabelgo,commune,Centre-Nord,,12.67747,-1.01235,0
Tanpouya,commune,Nord,Province du Passoré,13.00874,-1.99804,0
Tanpour,commune,Sud-Ouest,,11.2,-3.13333,0
Tanporodoga,commune,Centre-Nord,,12.75,-0.53333,0
Tanpor,commune,Sud-Ouest,,9.88333,-2.91667,0
Tanpogotenga,commune,Centre-Nord,Province du Namentenga,13.21662,-0.56715,0
Tanpelga,commune,Centre-Nord,Province du Bam,13.4743,-1.5138,0
Tanpelga,commune,Nord,Province du Yatenga,13.40516,-1.92259,0
Tanpèlga,commune,Centre-Nord,Sandbondtenga,13.1227,-1.29854,0
Tantogo,commune,Centre-Nord,,12.91444,-1.21913,0
Tampelga,commune,Plateau-Central,,12.75123,-1.53314,0
Tanpélga,commune,Centre-Ouest,,12.3,-2.13333,0
Tanpé,commune,Sud-Ouest,,10.96667,-3.35,0
Tanpanga,commune,Est,Gnagna Province,13.47619,-0.02337,0
Tannyè,commune,Centre-Nord,Province du Bam,13.41385,-1.53586,0
Tannyè,commune,Nord,Province du Yatenga,13.40379,-1.8843,0
Tannmyè,commune,Nord,Province du Yatenga,13.18951,-1.7877,0
Tanngrawa,commune,Sahel,Province du Djelgodji,13.87274,-1.01597,0
Tann-Fwogou,commune,Est,Gnagna Province,13.02542,0.56723,0
Tannfwo,commune,Est,Gnagna Province,13.04555,0.09816,0
Tangowoko,commune,Centre-Nord,,12.8835,-1.02216,0
Tanmpouy,commune,Nord,,12.81667,-2.36667,0
Tampelga,commune,Centre-Nord,,12.69302,-1.04177,0
Tanmpelga,commune,Plateau-Central,,12.51667,-0.98333,0
Tampèlga,commune,Centre-Nord,,12.86472,-1.22676,0
Tampaga,commune,Centre-Nord,,12.87,-1.21891,0
Tanmiga,commune,Centre-Nord,Province du Bam,13.27678,-1.37342,0
Tanmboubwanga,commune,Est,,12.13333,0.88333,0
Tanmbouana,commune,Est,Province du Gourma,12.52747,1.04181,0
Tanmbongou,commune,Est,,12.23333,0.3,0
Tanmbiwobogo,commune,Centre-Nord,,12.73333,-0.73333,0
Tanmbiga,commune,Sahel,Province du Yagha,13.29421,0.3452,0
Tanmbéfoana,commune,Est,,12.76667,0.3,0
Tanmbanpéra,commune,Est,,12.86667,0.73333,0
Tanloulé,commune,Sud-Ouest,,11.15,-3.15,0
Tanloukoa,commune,Centre-Nord,Sandbondtenga,13.08527,-1.52006,0
Tanlouka,commune,Plateau-Central,,12.15,-0.8,0
Tanlili,commune,Centre-Nord,Province du Bam,13.58663,-1.73493,0
Tanlili,commune,Nord,Province du Yatenga,13.4029,-2.15877,0
Tanlilli,commune,Plateau-Central,,12.7593,-1.28545,0
Tanlilli,commune,Centre,,12.67223,-1.58913,0
Tanlarghin,commune,Centre,Kadiogo Province,12.30151,-1.38858,0
Tanlallé,commune,Centre-Nord,Province du Bam,13.36958,-1.68076,0
Tanlalé,commune,Centre-Nord,Sandbondtenga,13.01997,-1.48678,0
Tanlalé,commune,Plateau-Central,,12.66879,-1.43969,0
Tankyilounga,commune,Est,,12.18333,0.3,0
Tankyenga,commune,Centre-Nord,Sandbondtenga,13.4476,-0.7812,0
Tankyana,commune,Sahel,Province du Yagha,13.29873,0.83524,0
Tankyaga,commune,Sahel,Province du Yagha,13.27013,0.58171,0
Tankwensé,commune,Centre-Est,,12.41667,-0.48333,0
Tankoualou,commune,Est,Province de la Komandjoari,12.98722,0.95267,0
Tankwaou,commune,Est,,12.18333,0.28333,0
Tankui,commune,Boucle du Mouhoun,,11.83333,-3.78333,0
Tankourou,commune,Est,,12.43333,0.03333,0
Tankoulounga,commune,Centre-Nord,Province du Bam,13.46288,-1.47128,0
Tankouli,commune,Sahel,Province du Yagha,13.31674,0.85777,0
Tankotenga,commune,Plateau-Central,,12.2,-0.75,0
Tankori,commune,Est,Gnagna Province,13.44368,-0.17672,0
Tankora,commune,Sud-Ouest,,10.3,-3.35,0
Tankolon,commune,Sud-Ouest,,10.33333,-3.05,0
Tankogonadye,commune,Sahel,Province du Yagha,13.56203,0.73575,0
Tankogo,commune,Centre-Est,,11.96667,-0.48333,0
Tankiédougou,commune,Sud-Ouest,,11.11667,-3.4,0
Tankèdo,commune,Nord,,12.76667,-2.43333,0
Taniétéoun,commune,Sud-Ouest,,9.91667,-2.85,0
Taniangoro,commune,Cascades,,10.5,-4.9,0
Taniado,commune,Centre-Sud,,11.81667,-1.3,0
Tani,commune,Sahel,Province du Djelgodji,14.20274,-0.85312,0
Tanhya,commune,Sud-Ouest,,10.5,-2.9,0
Tanhio,commune,Sud-Ouest,,10.31667,-2.9,0
Tang Yiba,commune,Centre,,12.48954,-1.26208,0
Tangzougou,commune,Centre-Nord,,12.9292,-1.24879,0
Tangyé,commune,Centre-Nord,Sandbondtenga,13.34966,-1.12346,0
Tangwoko,commune,Centre-Nord,,12.95889,-1.3235,0
Tanguin,commune,Nord,Province du Yatenga,13.04378,-2.61948,0
Tanguin,commune,Centre-Sud,,11.83333,-1.35,0
Tanguilissi,commune,Nord,Province du Yatenga,13.08061,-2.11593,0
Tanguiligui,commune,Centre-Nord,Sandbondtenga,13.39019,-1.24505,0
Tanguiéma,commune,Centre-Nord,Sandbondtenga,13.2138,-1.25053,0
Tanguen,commune,Nord,Province du Yatenga,13.19505,-1.81832,0
Tanguen,commune,Centre-Nord,Province du Namentenga,13.06511,-0.41866,0
Tanguen,commune,Plateau-Central,,12.38333,-0.68333,0
Tanguen,commune,Est,,12.08333,-0.01667,0
Tangué,commune,Nord,,12.9,-2.56667,0
Tangué,commune,Centre-Sud,,11.88333,-1.43333,0
Tangsié,commune,Sud-Ouest,,10.91667,-2.9,0
Tangséga,commune,Centre-Nord,,12.90236,-1.05098,0
Tangséga,commune,Plateau-Central,,12.72508,-1.34414,0
Tansèga,commune,Plateau-Central,,12.66027,-1.80415,0
Tang-Séga,commune,Centre,Kadiogo Province,12.25066,-1.6346,0
Tanséga,commune,Centre,Kadiogo Province,12.14102,-1.59645,0
Tangséba,commune,Plateau-Central,,12.2,-0.65,0
Tangrawal,commune,Sahel,Province du Djelgodji,13.74709,-1.4482,0
Tangporé,commune,Plateau-Central,,12.5,-0.88333,0
Tangoura,commune,Cascades,Province de la Comoé,10.58022,-4.73014,0
Tanhouna,commune,Boucle du Mouhoun,Province de la Koosin,12.48936,-4.19629,0
Tangouko,commune,Plateau-Central,Province du Bassitenga,12.68808,-1.48726,0
Tangouissi,commune,Centre-Sud,,11.96667,-1.61667,0
Tangouéna,commune,Cascades,,10.6,-4.73333,0
Tangoué,commune,Centre-Est,,11.13333,-0.7,0
Tankounga,commune,Plateau-Central,,12.71577,-1.33624,0
Tangoko,commune,Centre-Nord,Sandbondtenga,13.20715,-1.21914,0
Tangoden,commune,Plateau-Central,,12.41931,-1.9505,0
Tanghin-Dassouri,commune,Centre,Kadiogo Province,12.27256,-1.71704,0
Tanghin,commune,Plateau-Central,Province du Bassitenga,12.71229,-1.4768,0
Tanghin,commune,Centre-Sud,Bazega Province,12.04449,-1.22921,0
Tangen Wobdo,commune,Centre-Ouest,,12.15,-2.01667,0
Tagalla,commune,Centre-Nord,,12.99316,-1.22509,0
Tangen,commune,Nord,,12.96667,-2.2,0
Tanguin,commune,Plateau-Central,,12.89497,-1.64648,0
Silmiyiri,commune,Centre,Kadiogo Province,12.4197,-1.54278,0
Tanghin,commune,Centre,Kadiogo Province,12.39896,-1.53289,0
Tangen,commune,Centre-Est,,12.26667,-0.41667,0
Tanguen,commune,Centre-Ouest,,12.26099,-1.95791,0
Tangen,commune,Plateau-Central,,12.13333,-0.56667,0
Tanguen,commune,Centre-Sud,Bazega Province,12.04294,-1.5711,0
Tangé,commune,Nord,,12.68333,-2.36667,0
Tangbanano,commune,Sud-Ouest,,10.75,-3.23333,0
Tangzougou,commune,Plateau-Central,,12.73789,-1.3598,0
Tangaye,commune,Nord,Province du Yatenga,13.54009,-2.54689,0
Tangay,commune,Est,,12.08333,0.01667,0
Tangatougou,commune,Sahel,Province du Yagha,13.25141,0.75918,0
Tangassoko,commune,Centre-Sud,,11.01667,-0.98333,0
Tangasogo,commune,Centre-Nord,Sandbondtenga,13.14597,-1.06735,0
Tangaséra Boken,commune,Centre-Nord,,12.9,-0.95,0
Tangari,commune,Nord,Province du Yatenga,13.53231,-2.71046,0
Tangaré,commune,Centre-Est,,11.78333,-0.55,0
Tangaporé,commune,Centre-Nord,,13,-0.95,0
Tangporé,commune,Centre-Nord,,12.85253,-1.07091,0
Tangapella,commune,Centre-Nord,Province du Bam,13.25453,-1.3534,0
Tangano,commune,Centre-Nord,,12.58333,-0.65,0
Tangangari,commune,Sahel,Province du Yagha,13.25353,0.98531,0
Tangakoulouga,commune,Centre-Ouest,,12.13333,-2.41667,0
Pella,commune,Nord,Province du Yatenga,13.92158,-2.2925,0
Tanga,commune,Sahel,Province du Yagha,13.28439,0.41208,0
Tanga,commune,Centre-Est,,12.4,-0.41667,0
Tanga,commune,Est,Province du Gourma,12.2137,0.52696,0
Tanga,commune,Cascades,Province de la Comoé,10.67902,-4.27288,0
Tanfwogou,commune,Est,Gnagna Province,13.04294,0.4577,0
Tanfogo,commune,Centre-Nord,Province du Namentenga,13.6913,-0.47541,0
Tanebya,commune,Est,,12.71667,0.21667,0
Tané,commune,Boucle du Mouhoun,Province du Sourou,13.0591,-3.3869,0
Tandyoua,commune,Est,Gnagna Province,13.04845,0.16525,0
Tandjari,commune,Est,Province du Gourma,12.19312,0.33515,0
Tandyallo,commune,Sahel,Province du Yagha,13.3334,0.80841,0
Tandouka,commune,Centre-Nord,,12.9342,-1.0595,0
Tandou,commune,Boucle du Mouhoun,,12.55,-2.86667,0
Tandaren,commune,Centre-Est,,12.01667,-0.21667,0
Tandara,commune,,,12.68887,-1.09851,0
Tandakoy,commune,Sahel,Province du Séno,14.02315,0.34752,0
Tandaga,commune,Centre-Nord,,12.89257,-1.07883,0
Tandaga,commune,Plateau-Central,,12.41667,-0.58333,0
Tandaga,commune,Centre-Sud,Bazega Province,12.02265,-1.34685,0
Tandaga,commune,Centre-Est,,11.5,-0.01667,0
Tanbwanga,commune,Est,Gnagna Province,13.00641,-0.16642,0
Tanbwana,commune,Est,Gnagna Province,13.02818,0.04767,0
Tanbouandi,commune,Est,,12.55,0.96667,0
Tanbossa,commune,Centre-Ouest,,11.96667,-2.46667,0
Tanbolo,commune,Centre-Sud,,11.1,-1.13333,0
Tanbiri,commune,Sud-Ouest,,11.16667,-2.98333,0
Tanbili,commune,Sud-Ouest,,10.71667,-3.01667,0
Tambourbangou,commune,Est,Province du Gourma,12.24626,0.04442,0
Tanbianga,commune,Plateau-Central,,12.55,-0.91667,0
Tanbaougou,commune,Est,,12.48333,0.96667,0
Tanlargo,commune,Centre-Nord,,12.97457,-1.30897,0
Tanaden,commune,Sahel,Province du Yagha,13.51045,0.10134,0
Tamwonou,commune,Est,,12.91667,0.46667,0
Tamswéoghin,commune,Plateau-Central,,12.15,-0.55,0
Tamssin,commune,Centre-Sud,,11.85,-1.4,0
Tamsé,commune,Centre-Nord,Sandbondtenga,13.36293,-1.28139,0
Tamsé,commune,Plateau-Central,Province du Kourwéogo,12.77206,-1.84645,0
Tamsen,commune,Centre-Nord,,12.74549,-1.01484,0
Tamsbongogo,commune,,,12.8,-2.71667,0
Tamnéré,commune,Centre-Ouest,,12.22186,-1.89109,0
Tampoui,commune,Nord,,12.93084,-1.88976,0
Tampoui,commune,Plateau-Central,Province du Bassitenga,12.72093,-1.25542,0
Tampouy,commune,Centre,Kadiogo Province,12.39995,-1.57086,0
Tampoussoumdi,commune,Centre,Kadiogo Province,12.18642,-1.68061,0
Tampouré,commune,Nord,,12.8,-2.23333,0
Tampour,commune,Sud-Ouest,,10.2,-2.81667,0
Tampoui,commune,Centre-Nord,Province du Bam,13.62945,-1.81846,0
Tampoui,commune,Centre-Ouest,,12.41667,-2.18333,0
Tampoui,commune,Centre-Sud,,11.71667,-1.28333,0
Tamponga,commune,Centre-Nord,Province du Bam,13.43314,-1.5468,0
Tampézi,commune,Centre-Est,,11.01667,-0.56667,0
Tampètou,commune,Sahel,Province du Yagha,13.1964,0.85833,0
Tampéla,commune,Centre-Est,,12.31667,-0.35,0
Tampaogo,commune,Plateau-Central,,12.65446,-1.01671,0
Tampaga,commune,Plateau-Central,,12.74694,-1.22121,0
Tamona,commune,Centre-Sud,,11.13333,-1.15,0
Tamoanka,commune,Est,,12.37577,0.01634,0
Tamniga,commune,Centre-Nord,Province du Bam,13.31497,-1.6906,0
Tamna,commune,Sahel,Province du Yagha,13.26116,0.79082,0
Tammssé,commune,Centre-Sud,,11.73333,-1.33333,0
Tampouya,commune,Nord,Province du Yatenga,13.16252,-2.27042,0
Tanliguessé,commune,Plateau-Central,,12.6721,-1.02378,0
Tamissi,commune,Plateau-Central,Province du Bassitenga,12.7351,-1.37092,0
Tamipar,commune,Sud-Ouest,,9.85,-2.8,0
Tamiougou,commune,Centre-Nord,,12.85,-0.5,0
Tamikpuéré,commune,Sud-Ouest,,11.13333,-3,0
Tamiga,commune,Centre-Nord,,12.92598,-1.14098,0
Tamiga,commune,Nord,,12.92108,-1.8862,0
Tamidou,commune,Plateau-Central,,12.21667,-0.6,0
Tamidou,commune,,,12.08333,-0.41667,0
Tanvoussé,commune,Nord,Province du Yatenga,13.74677,-2.41525,0
Tamfoagou,commune,Est,,12.96667,0.51667,0
Tamdho,commune,Centre-Nord,Sandbondtenga,13.12857,-0.73236,0
Tambouri,commune,Plateau-Central,,12.55,-0.71667,0
Tambougou,commune,Centre-Nord,Sandbondtenga,13.12065,-1.4327,0
Tambouana,commune,Est,,12.05,0.7,0
Tambondi,commune,Sahel,Province du Yagha,13.40918,0.569,0
Tambogo,commune,Centre-Nord,,12.81918,-1.25533,0
Tambogo,commune,Plateau-Central,,12.74825,-1.4699,0
Tambiri,commune,Est,Gnagna Province,13.31045,-0.16361,0
Tambipèrga,commune,Est,Province du Gobnangou,12.57687,1.36838,0
Tambiougou,commune,Centre-Nord,Province du Bam,13.20218,-1.61735,0
Tambiga,commune,Sahel,Province du Yagha,13.49166,0.58581,0
Tambiga,commune,Est,,12.9,0.86667,0
Tambifwanou,commune,Est,,12.76667,0.33333,0
Tambifaogo,commune,Centre-Nord,Province du Namentenga,13.35758,-0.3139,0
Tambidi,commune,Est,Gnagna Province,13.29206,-0.28527,0
Tambibourma,commune,Est,,12.86667,0.65,0
Tambétin,commune,Centre,,12.31774,-1.80757,0
Tamberi,commune,Sahel,Province du Yagha,13.45028,0.48927,0
Tambéla,commune,Centre-Est,,12.41667,-0.33333,0
Tambaogo,commune,Centre-Est,,12.48333,-0.4,0
Tamayaga,commune,Nord,,12.96667,-2.13333,0
Tamassogo,commune,Centre-Nord,Sandbondtenga,13.27265,-1.08571,0
Tamassogo,commune,Plateau-Central,,12.23333,-0.53333,0
Tamassari,commune,Cascades,,10.65,-5.33333,0
Tamassaogo,commune,Centre-Nord,Province du Namentenga,13.15802,-0.36871,0
Tamansongo,commune,Plateau-Central,,12.38333,-0.63333,0
Tamagan,commune,Sud-Ouest,,11.1,-2.65,0
Bagma,commune,Centre,Kadiogo Province,12.33649,-1.77232,0
Tallo,commune,,,12.7,-2.51667,0
Talouèguen,commune,Centre-Nord,Sandbondtenga,13.31919,-0.82259,0
Tallé,commune,Nord,Province du Yatenga,13.6144,-2.73466,0
Talkaouna,commune,Sud-Ouest,,9.7,-2.96667,0
Talintoaga,commune,Est,Province du Gourma,12.50487,1.03362,0
Talié,commune,Sud-Ouest,,10.55,-2.98333,0
Talbonan,commune,Est,Province du Gobnangou,12.32202,1.46344,0
Talanpoura,commune,Sud-Ouest,,10.01667,-3.21667,0
Tanlalé,commune,Nord,,12.95713,-1.86187,0
Takpoulira,commune,Sud-Ouest,,10.11667,-3.5,0
Takpo,commune,Sud-Ouest,,9.85,-2.83333,0
Takoyoyora,commune,Sud-Ouest,,10.56667,-3.56667,0
Takoutou,commune,Est,Province du Gobnangou,12.48525,1.71414,0
Takoura,commune,Sud-Ouest,,10.53333,-3.53333,0
Takatami,commune,Sahel,Province du Yagha,13.24823,0.95085,0
Takasinlé,commune,Centre-Nord,,12.66667,-0.36667,0
Takabougou,commune,Sahel,Oudalan,14.64016,0.15247,0
Taima,commune,Sahel,Oudalan,14.61189,-0.55502,0
Tahati,commune,Sahel,Province du Djelgodji,13.86502,-1.07945,0
Tagyama,commune,Centre-Nord,Province du Bam,13.40165,-1.53513,0
Tagouassoni,commune,Cascades,,10.48333,-5.31667,0
Tagou,commune,Est,,11.16667,0.63333,0
Tago,commune,Nord,,12.96667,-2.63333,0
